"workerId","condition","batch","counterbalance","totalBonus","duration","numeracy","bet","bonus","cles","groundTruth","keep","outcome","pay","respTime","sdDiff","startTime","trial","trialDur","trialIdx","win","repaired"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,50,0.04275,50,0.4,712.5,"False",712.5,1550065720.519,5,1550065714.073,18,6.44600009918213,14,0,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,40,0.0459979274611399,60,0.772,720,"True",766.632124352332,1550065729.678,5,1550065722.791,19,6.88700008392334,16,46.6321243523316,"False"
"d35bbc0f","HOPs",5,5,0.924927002010486,227.394000053406,8,70,0.04185,30,0.6,697.5,"False",697.5,1550065735.673,5,1550065731.633,20,4.04000020027161,15,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,1000,0,75,0.945,0,"False",0,1550078648.098,1,1550078631.322,1,16.7760000228882,8,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,500,0.0501153846153846,50,0.975,375,"True",835.25641025641,1550078667.493,1,1550078653.423,2,14.0699999332428,9,460.25641025641,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,650,0.0540441176470588,70,0.884,262.5,"True",900.735294117647,1550078687.294,1,1550078672.823,3,14.470999956131,7,638.235294117647,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,500,0.0225,40,0.025,375,"False",375,1550078709.798,5,1550078695.499,4,14.2990000247955,10,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,750,0.01125,65,0.772,187.5,"False",187.5,1550078739.697,1,1550078713.382,5,26.3150000572205,6,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,400,0.132,50,0.055,450,"True",2200,1550078751.544,5,1550078743.458,6,8.08599996566772,11,1750,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,500,0.0655,50,0.6,375,"True",1091.66666666667,1550078774.4275,1,1550078759.08,7,15.3475000858307,5,716.666666666667,"True"
